"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"14","chr1",7088543,7089231,689,"*","H33K36M_ATAC_peak_14",488,".","Promoter",1,7088920,7173628,84709,1,"319263","ENSMUST00000061280.16",0
"15","chr1",7206657,7206929,273,"*","H33K36M_ATAC_peak_15",125,".","Distal Intergenic",1,7160557,7172659,12103,1,"319263","ENSMUST00000183204.1",46100
"16","chr1",7397574,7398380,807,"*","H33K36M_ATAC_peak_16",407,".","Exon (ENSMUST00000181554.1/ENSMUST00000181554.1, exon 1 of 3)",1,7160557,7172659,12103,1,"319263","ENSMUST00000183204.1",237017
"17","chr1",7680532,7680793,262,"*","H33K36M_ATAC_peak_17",51,".","Distal Intergenic",1,7160557,7172659,12103,1,"319263","ENSMUST00000183204.1",519975
"18","chr1",8745045,8745244,200,"*","H33K36M_ATAC_peak_18",56,".","Intron (ENSMUST00000132064.7/71096, intron 5 of 19)",1,8363475,8803943,440469,2,"71096","ENSMUST00000115488.2",58699
"19","chr1",9545110,9545531,422,"*","H33K36M_ATAC_peak_19",312,".","Promoter",1,9545408,9547455,2048,1,"59014","ENSMUST00000072079.8",0
"20","chr1",9565053,9565356,304,"*","H33K36M_ATAC_peak_20",107,".","Intron (ENSMUST00000144177.7/76187, intron 12 of 13)",1,9548119,9580673,32555,1,"76187","ENSMUST00000190654.1",16934
"21","chr1",9578593,9578792,200,"*","H33K36M_ATAC_peak_21",53,".","Intron (ENSMUST00000190654.1/76187, intron 14 of 14)",1,9601199,9627143,25945,1,"76982","ENSMUST00000088666.3",-22407
"22","chr1",9621545,9621745,201,"*","H33K36M_ATAC_peak_22",41,".","Intron (ENSMUST00000088666.3/76982, intron 4 of 5)",1,9560832,9631092,70261,2,"72481","ENSMUST00000115480.7",9347
"23","chr1",9627491,9627692,202,"*","H33K36M_ATAC_peak_23",56,".","Intron (ENSMUST00000115480.7/72481, intron 1 of 4)",1,9560832,9631092,70261,2,"72481","ENSMUST00000115480.7",3400
"24","chr1",9700259,9700888,630,"*","H33K36M_ATAC_peak_24",213,".","Promoter",1,9667415,9700209,32795,2,"17864","ENSMUST00000088658.10",-50
"25","chr1",9748268,9748748,481,"*","H33K36M_ATAC_peak_25",457,".","Promoter",1,9718622,9748382,29761,2,"70675","ENSMUST00000057438.6",0
"26","chr1",9772874,9773254,381,"*","H33K36M_ATAC_peak_26",62,".","Intron (ENSMUST00000181821.7/73331, intron 2 of 3)",1,9748626,9770751,22126,1,"73331","ENSMUST00000209020.1",24248
"27","chr1",9943978,9944365,388,"*","H33K36M_ATAC_peak_27",364,".","Promoter",1,9941959,9944118,2160,2,"73824","ENSMUST00000182580.7",0
"28","chr1",10004353,10004552,200,"*","H33K36M_ATAC_peak_28",50,".","Promoter",1,9968624,10003453,34830,2,"69312","ENSMUST00000124874.7",-900
"29","chr1",10037814,10038093,280,"*","H33K36M_ATAC_peak_29",77,".","Promoter",1,10038006,10047534,9529,1,"211660","ENSMUST00000191012.6",0
"30","chr1",10232950,10233276,327,"*","H33K36M_ATAC_peak_30",94,".","Promoter",1,10173075,10232670,59596,2,"211673","ENSMUST00000131556.1",-280
"31","chr1",11458351,11458679,329,"*","H33K36M_ATAC_peak_31",75,".","Intron (ENSMUST00000171690.8/320492, intron 1 of 7)",1,11414509,11975397,560889,1,"320492","ENSMUST00000179089.7",43842
"32","chr1",12398323,12398746,424,"*","H33K36M_ATAC_peak_32",103,".","Distal Intergenic",1,12425986,12426106,121,1,"102465961","ENSMUST00000183490.1",-27240
"33","chr1",12718158,12718385,228,"*","H33K36M_ATAC_peak_33",56,".","Promoter",1,12718459,12822916,104458,1,"240725","ENSMUST00000187376.6",-74
"34","chr1",13372375,13372972,598,"*","H33K36M_ATAC_peak_34",365,".","Promoter",1,13139105,13372439,233335,2,"17978","ENSMUST00000081713.10",0
"35","chr1",13423651,13423881,231,"*","H33K36M_ATAC_peak_35",75,".","Distal Intergenic",1,13164501,13374083,209583,2,"17978","ENSMUST00000147927.7",-49568
"36","chr1",13659915,13660232,318,"*","H33K36M_ATAC_peak_36",73,".","Promoter",1,13623330,13660546,37217,2,"212442","ENSMUST00000027071.6",314
"37","chr1",13660364,13660699,336,"*","H33K36M_ATAC_peak_37",113,".","Promoter",1,13623330,13660546,37217,2,"212442","ENSMUST00000027071.6",0
"38","chr1",13752500,13752714,215,"*","H33K36M_ATAC_peak_38",64,".","Distal Intergenic",1,13785883,13786879,997,2,"433273","ENSMUST00000180415.1",34165
"39","chr1",13915258,13915542,285,"*","H33K36M_ATAC_peak_39",105,".","Distal Intergenic",1,13785883,13786879,997,2,"433273","ENSMUST00000180415.1",-128379
"40","chr1",14462641,14462840,200,"*","H33K36M_ATAC_peak_40",55,".","Distal Intergenic",1,14168958,14310235,141278,2,"14048","ENSMUST00000168081.8",-152406
"41","chr1",14484523,14484790,268,"*","H33K36M_ATAC_peak_41",85,".","Distal Intergenic",1,14168958,14310235,141278,2,"14048","ENSMUST00000168081.8",-174288
"42","chr1",14512474,14512884,411,"*","H33K36M_ATAC_peak_42",114,".","Distal Intergenic",1,14168958,14310235,141278,2,"14048","ENSMUST00000168081.8",-202239
"43","chr1",15683690,15683889,200,"*","H33K36M_ATAC_peak_43",44,".","Intron (ENSMUST00000175681.2/98741, intron 2 of 2)",1,15805646,15844052,38407,1,"21749","ENSMUST00000188371.6",-121757
"44","chr1",15805388,15805754,367,"*","H33K36M_ATAC_peak_44",299,".","Promoter",1,15805646,15844052,38407,1,"21749","ENSMUST00000188371.6",0
"45","chr1",16104643,16104872,230,"*","H33K36M_ATAC_peak_45",67,".","Promoter",1,16101295,16104662,3368,2,"19989","ENSMUST00000058437.13",0
"46","chr1",16228296,16228836,541,"*","H33K36M_ATAC_peak_46",190,".","3' UTR",1,16130502,16132547,2046,1,"98711","ENSMUST00000152626.1",97794
"47","chr1",16619217,16619584,368,"*","H33K36M_ATAC_peak_47",228,".","Promoter",1,16540790,16619312,78523,2,"66799","ENSMUST00000182554.8",0
"48","chr1",16656826,16657570,745,"*","H33K36M_ATAC_peak_48",253,".","Promoter",1,16657552,16662278,4727,1,"329101","ENSMUST00000181371.1",0
"49","chr1",17120002,17120241,240,"*","H33K36M_ATAC_peak_49",50,".","Distal Intergenic",1,16994938,17097889,102952,2,"57339","ENSMUST00000038382.4",-22113
"50","chr1",20678085,20678345,261,"*","H33K36M_ATAC_peak_50",68,".","Promoter",1,20679010,20679082,73,1,"387202","ENSMUST00000083625.1",-665
"51","chr1",20820198,20820589,392,"*","H33K36M_ATAC_peak_51",496,".","Promoter",1,20802968,20820312,17345,2,"17215","ENSMUST00000053266.10",0
"52","chr1",20848515,20849030,516,"*","H33K36M_ATAC_peak_52",231,".","Distal Intergenic",1,20802968,20820312,17345,2,"17215","ENSMUST00000053266.10",-28203
"53","chr1",20885773,20886092,320,"*","H33K36M_ATAC_peak_53",208,".","Downstream (2-3kb)",1,20888650,20890473,1824,2,"77741","ENSMUST00000181654.1",4381
"54","chr1",20890443,20890665,223,"*","H33K36M_ATAC_peak_54",91,".","Promoter",1,20890606,20939650,49045,1,"74229","ENSMUST00000189400.6",0
"55","chr1",20933542,20933802,261,"*","H33K36M_ATAC_peak_55",123,".","Intron (ENSMUST00000189400.6/74229, intron 2 of 2)",1,20922259,20935756,13498,1,"74229","ENSMUST00000187651.1",11283
"56","chr1",20951487,20951757,271,"*","H33K36M_ATAC_peak_56",83,".","Promoter",1,20951626,20955527,3902,1,"71877","ENSMUST00000160782.1",0
"57","chr1",20974339,20974696,358,"*","H33K36M_ATAC_peak_57",103,".","Intron (ENSMUST00000038447.5/71877, intron 6 of 10)",1,20951688,20990841,39154,1,"71877","ENSMUST00000038447.5",22651
"58","chr1",20989553,20989762,210,"*","H33K36M_ATAC_peak_58",83,".","Exon (ENSMUST00000038447.5/71877, exon 10 of 11)",1,20951688,20990841,39154,1,"71877","ENSMUST00000038447.5",37865
"59","chr1",21008886,21009164,279,"*","H33K36M_ATAC_peak_59",134,".","Intron (ENSMUST00000037998.5/170829, intron 4 of 10)",1,21004313,21043656,39344,2,"170829","ENSMUST00000187210.1",34492
"60","chr1",21014459,21014841,383,"*","H33K36M_ATAC_peak_60",467,".","Intron (ENSMUST00000037998.5/170829, intron 2 of 10)",1,21004313,21043656,39344,2,"170829","ENSMUST00000187210.1",28815
"61","chr1",21041101,21041603,503,"*","H33K36M_ATAC_peak_61",144,".","Intron (ENSMUST00000037998.5/170829, intron 1 of 10)",1,21004313,21043656,39344,2,"170829","ENSMUST00000187210.1",2053
"62","chr1",21166318,21166517,200,"*","H33K36M_ATAC_peak_62",69,".","Distal Intergenic",1,21218575,21230167,11593,1,"75712","ENSMUST00000027065.11",-52058
"63","chr1",21218494,21218945,452,"*","H33K36M_ATAC_peak_63",82,".","Promoter",1,21218575,21230167,11593,1,"75712","ENSMUST00000027065.11",0
"64","chr1",21829986,21830185,200,"*","H33K36M_ATAC_peak_64",20,".","Intron (ENSMUST00000029667.12/226922, intron 1 of 13)",1,21577644,21855902,278259,2,"226922","ENSMUST00000134505.1",25717
"65","chr1",22070203,22070402,200,"*","H33K36M_ATAC_peak_65",32,".","Distal Intergenic",1,21398408,21961942,563535,2,"226922","ENSMUST00000115300.7",-108261
"66","chr1",22269034,22269233,200,"*","H33K36M_ATAC_peak_66",52,".","Distal Intergenic",1,22286915,22315805,28891,2,"116837","ENSMUST00000164877.7",46572
"67","chr1",23187936,23188135,200,"*","H33K36M_ATAC_peak_67",44,".","Intron (ENSMUST00000191045.1/ENSMUST00000191045.1, intron 2 of 3)",1,23272269,23272339,71,1,"387225","ENSMUST00000083471.3",-84134
"68","chr1",23255890,23256342,453,"*","H33K36M_ATAC_peak_68",358,".","Exon (ENSMUST00000193885.1/ENSMUST00000193885.1, exon 1 of 1)",1,23272269,23272339,71,1,"387225","ENSMUST00000083471.3",-15927
"69","chr1",23271049,23271773,725,"*","H33K36M_ATAC_peak_69",197,".","Promoter",1,23272269,23272339,71,1,"387225","ENSMUST00000083471.3",-496
"70","chr1",23286796,23287018,223,"*","H33K36M_ATAC_peak_70",65,".","Distal Intergenic",1,23291537,23291935,399,1,"723964","ENSMUST00000182303.1",-4519
"71","chr1",23337138,23337456,319,"*","H33K36M_ATAC_peak_71",60,".","Distal Intergenic",1,23369724,23380801,11078,2,"70155","ENSMUST00000186064.6",43345
"72","chr1",23383292,23383595,304,"*","H33K36M_ATAC_peak_72",159,".","Promoter",1,23366424,23383175,16752,2,"70155","ENSMUST00000027343.5",-117
"73","chr1",23705425,23705624,200,"*","H33K36M_ATAC_peak_73",32,".","Distal Intergenic",1,23761753,23815740,53988,1,"280645","ENSMUST00000144602.1",-56129
"74","chr1",23922159,23922523,365,"*","H33K36M_ATAC_peak_74",172,".","Promoter",1,23845625,23922317,76693,2,"98366","ENSMUST00000027339.13",0
"75","chr1",23966232,23966431,200,"*","H33K36M_ATAC_peak_75",57,".","Distal Intergenic",1,24002966,24005630,2665,2,"68002","ENSMUST00000155767.2",39199
"76","chr1",24005597,24005845,249,"*","H33K36M_ATAC_peak_76",125,".","Promoter",1,23995939,24005656,9718,2,"68002","ENSMUST00000027338.3",0
"77","chr1",24099969,24100168,200,"*","H33K36M_ATAC_peak_77",51,".","Promoter",1,24011591,24100182,88592,2,"68187","ENSMUST00000187369.6",14
"78","chr1",24100299,24100563,265,"*","H33K36M_ATAC_peak_78",72,".","Promoter",1,24011681,24100333,88653,2,"68187","ENSMUST00000027337.14",0
"79","chr1",24187013,24187212,200,"*","H33K36M_ATAC_peak_79",44,".","Intron (ENSMUST00000054588.14/12839, intron 5 of 37)",1,24195187,24252684,57498,1,"12839","ENSMUST00000088349.2",-7975
"80","chr1",24553555,24553754,200,"*","H33K36M_ATAC_peak_80",44,".","Intron (ENSMUST00000115244.8/12823, intron 4 of 50)",1,24279770,24587411,307642,2,"12823","ENSMUST00000051344.5",33657
"81","chr1",24612266,24613643,1378,"*","H33K36M_ATAC_peak_81",2025,".","Exon (ENSMUST00000187714.1/ENSMUST00000187714.1, exon 1 of 1)",1,24263994,24587472,323479,2,"12823","ENSMUST00000115244.8",-24794
"82","chr1",24678194,24678835,642,"*","H33K36M_ATAC_peak_82",160,".","Promoter",1,24678630,24765448,86819,1,"68421","ENSMUST00000191471.6",0
"83","chr1",25510381,25510580,200,"*","H33K36M_ATAC_peak_83",30,".","Intron (ENSMUST00000146592.7/210933, intron 6 of 28)",1,25276404,25277954,1551,2,"100504323","ENSMUST00000193138.1",-232427
"84","chr1",25815176,25815379,204,"*","H33K36M_ATAC_peak_84",56,".","Intron (ENSMUST00000146592.7/210933, intron 1 of 28)",1,25067550,25826139,758590,2,"210933","ENSMUST00000146592.7",10760
"85","chr1",26034057,26034423,367,"*","H33K36M_ATAC_peak_85",146,".","Distal Intergenic",1,25067550,25829707,762158,2,"210933","ENSMUST00000151309.7",-204350
"86","chr1",26781265,26781558,294,"*","H33K36M_ATAC_peak_86",93,".","Distal Intergenic",1,26681814,26687460,5647,2,"210940","ENSMUST00000097801.3",-93805
"87","chr1",28328589,28328936,348,"*","H33K36M_ATAC_peak_87",125,".","Distal Intergenic",1,27884046,27902396,18351,1,"433281","ENSMUST00000185409.1",444543
"88","chr1",30873594,30873793,200,"*","H33K36M_ATAC_peak_88",49,".","Promoter",1,30813571,30873695,60125,2,"213109","ENSMUST00000186105.6",0
"89","chr1",30873906,30874105,200,"*","H33K36M_ATAC_peak_89",57,".","Promoter",1,30815315,30873921,58607,2,"213109","ENSMUST00000191245.6",0
"90","chr1",30949643,30950386,744,"*","H33K36M_ATAC_peak_90",379,".","Promoter",1,30940302,30949770,9469,2,"19243","ENSMUST00000233506.1",0
"91","chr1",31019222,31019606,385,"*","H33K36M_ATAC_peak_91",125,".","Exon (ENSMUST00000188605.1/102634473, exon 4 of 4)",1,30940302,30949770,9469,2,"19243","ENSMUST00000233506.1",-69452
"92","chr1",31095797,31096033,237,"*","H33K36M_ATAC_peak_92",56,".","Promoter",1,31019188,31096454,77267,2,"102634473","ENSMUST00000188605.1",421
"93","chr1",32105655,32105854,200,"*","H33K36M_ATAC_peak_93",34,".","Distal Intergenic",1,32172714,32658568,485855,1,"170771","ENSMUST00000027226.11",-66860
"94","chr1",33657610,33657915,306,"*","H33K36M_ATAC_peak_94",187,".","Exon (ENSMUST00000185377.1/ENSMUST00000185377.1, exon 1 of 1)",1,33453810,33669795,215986,2,"19076","ENSMUST00000027312.10",11880
"95","chr1",33673361,33673603,243,"*","H33K36M_ATAC_peak_95",57,".","Exon (ENSMUST00000193126.1/ENSMUST00000193126.1, exon 1 of 1)",1,33669843,33670712,870,1,"67503","ENSMUST00000191965.1",3518
"96","chr1",33712147,33712357,211,"*","H33K36M_ATAC_peak_96",89,".","Distal Intergenic",1,33719887,33723837,3951,1,"19335","ENSMUST00000195006.5",-7530
"97","chr1",33724605,33724868,264,"*","H33K36M_ATAC_peak_97",106,".","Exon (ENSMUST00000135330.7/19335, exon 3 of 3)",1,33720407,33742561,22155,1,"19335","ENSMUST00000115174.3",4198
"98","chr1",33739354,33739618,265,"*","H33K36M_ATAC_peak_98",57,".","3' UTR",1,33738137,33740772,2636,1,"19335","ENSMUST00000132066.3",1217
"99","chr1",33757721,33757920,200,"*","H33K36M_ATAC_peak_99",56,".","Promoter",1,33745484,33757795,12312,2,"213539","ENSMUST00000044691.8",0
"100","chr1",33807415,33807756,342,"*","H33K36M_ATAC_peak_100",159,".","Intron (ENSMUST00000139143.7/98403, intron 2 of 12)",1,33777543,33805389,27847,2,"98403","ENSMUST00000115167.7",-2026
"101","chr1",33814236,33814717,482,"*","H33K36M_ATAC_peak_101",220,".","Promoter",1,33761545,33814385,52841,2,"98403","ENSMUST00000139143.7",0
"102","chr1",33907851,33908163,313,"*","H33K36M_ATAC_peak_102",119,".","Promoter",1,33852052,33907816,55765,2,"320705","ENSMUST00000062289.10",-35
"103","chr1",33964730,33965038,309,"*","H33K36M_ATAC_peak_103",72,".","Intron (ENSMUST00000183034.4/13518, intron 2 of 102)",1,34005880,34174795,168916,1,"13518","ENSMUST00000187486.6",-40842
"104","chr1",33989629,33990003,375,"*","H33K36M_ATAC_peak_104",79,".","Intron (ENSMUST00000183034.4/13518, intron 3 of 102)",1,34005880,34174795,168916,1,"13518","ENSMUST00000187486.6",-15877
"105","chr1",34005741,34005963,223,"*","H33K36M_ATAC_peak_105",102,".","Promoter",1,34005880,34174795,168916,1,"13518","ENSMUST00000187486.6",0
"106","chr1",34011082,34011312,231,"*","H33K36M_ATAC_peak_106",99,".","Promoter",1,34011813,34308652,296840,1,"13518","ENSMUST00000097786.9",-501
"107","chr1",34011367,34011570,204,"*","H33K36M_ATAC_peak_107",66,".","Promoter",1,34011813,34308652,296840,1,"13518","ENSMUST00000097786.9",-243
"108","chr1",34044736,34044980,245,"*","H33K36M_ATAC_peak_108",94,".","Intron (ENSMUST00000183034.4/13518, intron 4 of 102)",1,34077227,34135157,57931,1,"13518","ENSMUST00000239001.1",-32247
"109","chr1",34060402,34060912,511,"*","H33K36M_ATAC_peak_109",99,".","Intron (ENSMUST00000183034.4/13518, intron 4 of 102)",1,34077227,34135157,57931,1,"13518","ENSMUST00000239001.1",-16315
"110","chr1",34127708,34128093,386,"*","H33K36M_ATAC_peak_110",92,".","Intron (ENSMUST00000183034.4/13518, intron 8 of 102)",1,34121250,34154521,33272,1,"13518","ENSMUST00000183006.4",6458
"111","chr1",34236411,34236714,304,"*","H33K36M_ATAC_peak_111",101,".","Promoter",1,34236596,34274283,37688,1,"13518","ENSMUST00000194192.2",0
"112","chr1",34439239,34439555,317,"*","H33K36M_ATAC_peak_112",132,".","Promoter",1,34436670,34439672,3003,2,"69668","ENSMUST00000042493.9",117
"113","chr1",34439688,34440005,318,"*","H33K36M_ATAC_peak_113",156,".","Promoter",1,34439851,34449356,9506,1,"27993","ENSMUST00000027303.13",0
"114","chr1",34459640,34459893,254,"*","H33K36M_ATAC_peak_114",59,".","Promoter",1,34459765,34473784,14020,1,"19253","ENSMUST00000027302.13",0
"115","chr1",34536667,34536866,200,"*","H33K36M_ATAC_peak_115",53,".","Intron (ENSMUST00000027298.4/12627, intron 3 of 5)",1,34535648,34544313,8666,1,"12627","ENSMUST00000027298.4",1019
"116","chr1",35935329,35935664,336,"*","H33K36M_ATAC_peak_116",94,".","Distal Intergenic",1,36068400,36106446,38047,1,"50785","ENSMUST00000088174.3",-132736
"117","chr1",36030493,36030710,218,"*","H33K36M_ATAC_peak_117",56,".","Exon (ENSMUST00000195698.1/ENSMUST00000195698.1, exon 1 of 1)",1,36068400,36106446,38047,1,"50785","ENSMUST00000088174.3",-37690
"118","chr1",36068173,36068372,200,"*","H33K36M_ATAC_peak_118",73,".","Promoter",1,36068400,36106446,38047,1,"50785","ENSMUST00000088174.3",-28
"119","chr1",36244002,36244469,468,"*","H33K36M_ATAC_peak_119",97,".","Promoter",1,36140027,36244305,104279,2,"320011","ENSMUST00000046875.13",0
"120","chr1",36307518,36307875,358,"*","H33K36M_ATAC_peak_120",79,".","Promoter",1,36307733,36319203,11471,1,"214855","ENSMUST00000126413.7",0
"121","chr1",36326154,36326365,212,"*","H33K36M_ATAC_peak_121",40,".","Distal Intergenic",1,36317027,36318132,1106,1,"214855","ENSMUST00000141121.1",9127
"122","chr1",36445226,36445501,276,"*","H33K36M_ATAC_peak_122",105,".","Promoter",1,36422065,36445271,23207,2,"214895","ENSMUST00000125304.7",0
"123","chr1",36492489,36492690,202,"*","H33K36M_ATAC_peak_123",56,".","Intron (ENSMUST00000153128.1/94220, intron 1 of 6)",1,36511867,36528237,16371,1,"94218","ENSMUST00000001166.13",-19177
"124","chr1",36511680,36511974,295,"*","H33K36M_ATAC_peak_124",146,".","Promoter",1,36511867,36528237,16371,1,"94218","ENSMUST00000001166.13",0
"125","chr1",36547149,36547557,409,"*","H33K36M_ATAC_peak_125",109,".","Promoter",1,36537507,36547219,9713,2,"109346","ENSMUST00000207843.1",0
"126","chr1",36691316,36691617,302,"*","H33K36M_ATAC_peak_126",56,".","Promoter",1,36691449,36693386,1938,1,"12859","ENSMUST00000081180.6",0
"127","chr1",36709850,36710256,407,"*","H33K36M_ATAC_peak_127",94,".","Promoter",1,36698114,36710008,11895,2,"226977","ENSMUST00000043951.9",0
"128","chr1",37122444,37122643,200,"*","H33K36M_ATAC_peak_128",44,".","Intron (ENSMUST00000238425.1/70853, intron 12 of 28)",1,37135508,37141336,5829,1,"70853","ENSMUST00000195450.1",-12865
"129","chr1",37231480,37231792,313,"*","H33K36M_ATAC_peak_129",70,".","Intron (ENSMUST00000191981.5/12790, intron 3 of 4)",1,37219205,37263384,44180,1,"12790","ENSMUST00000027288.9",12275
"130","chr1",37299789,37299995,207,"*","H33K36M_ATAC_peak_130",68,".","Promoter",1,37299865,37348512,48648,1,"269180","ENSMUST00000146676.1",0
"131","chr1",37429923,37430338,416,"*","H33K36M_ATAC_peak_131",157,".","Promoter",1,37430139,37438984,8846,1,"67387","ENSMUST00000114925.9",0
"132","chr1",37540963,37541276,314,"*","H33K36M_ATAC_peak_132",131,".","Promoter",1,37439340,37541016,101677,2,"269181","ENSMUST00000151952.7",0
"133","chr1",37864761,37865501,741,"*","H33K36M_ATAC_peak_133",298,".","Promoter",1,37754776,37865079,110304,2,"211484","ENSMUST00000041815.14",0
"134","chr1",37871659,37872011,353,"*","H33K36M_ATAC_peak_134",39,".","Promoter",1,37871738,37875343,3606,1,"623661","ENSMUST00000128085.1",0
"135","chr1",37890379,37890625,247,"*","H33K36M_ATAC_peak_135",43,".","Promoter",1,37890477,37898535,8059,1,"107734","ENSMUST00000027256.11",0
"136","chr1",37903186,37903386,201,"*","H33K36M_ATAC_peak_136",44,".","Downstream (2-3kb)",1,37897256,37898125,870,1,"107734","ENSMUST00000162513.1",5930
"137","chr1",37997161,37997446,286,"*","H33K36M_ATAC_peak_137",154,".","Promoter",1,37985189,37997315,12127,2,"98258","ENSMUST00000162031.7",0
"138","chr1",37997950,37998221,272,"*","H33K36M_ATAC_peak_138",75,".","Promoter",1,37998010,38055579,57570,1,"226982","ENSMUST00000027252.7",0
"139","chr1",38129940,38130139,200,"*","H33K36M_ATAC_peak_139",46,".","Promoter",1,38107683,38129801,22119,2,"56210","ENSMUST00000195383.1",-139
"140","chr1",38202924,38203123,200,"*","H33K36M_ATAC_peak_140",57,".","Intron (ENSMUST00000095027.8/16764, intron 15 of 21)",1,38181262,38197443,16182,2,"16764","ENSMUST00000136641.2",-5481
"141","chr1",38262337,38262744,408,"*","H33K36M_ATAC_peak_141",53,".","Intron (ENSMUST00000095027.8/16764, intron 9 of 21)",1,38181262,38197443,16182,2,"16764","ENSMUST00000136641.2",-64894
"142","chr1",38292952,38293165,214,"*","H33K36M_ATAC_peak_142",50,".","Intron (ENSMUST00000095027.8/16764, intron 8 of 21)",1,38181262,38197443,16182,2,"16764","ENSMUST00000136641.2",-95509
"143","chr1",38979947,38980330,384,"*","H33K36M_ATAC_peak_143",118,".","Distal Intergenic",1,38985608,38997238,11631,1,"68833","ENSMUST00000027247.10",-5278
"144","chr1",38987435,38987797,363,"*","H33K36M_ATAC_peak_144",205,".","Promoter",1,38987841,38994917,7077,1,"68833","ENSMUST00000193489.1",-44
"145","chr1",39281900,39282132,233,"*","H33K36M_ATAC_peak_145",129,".","Intron (ENSMUST00000173050.7/18143, intron 2 of 2)",1,39341555,39345466,3912,1,"18143","ENSMUST00000172825.1",-59423
"146","chr1",39367731,39367930,200,"*","H33K36M_ATAC_peak_146",61,".","Promoter",1,39367842,39371911,4070,1,"114641","ENSMUST00000086535.11",0
"147","chr1",39478669,39478868,200,"*","H33K36M_ATAC_peak_147",38,".","Promoter",1,39371492,39478755,107264,2,"54610","ENSMUST00000054462.10",0
"148","chr1",39535521,39535802,282,"*","H33K36M_ATAC_peak_148",57,".","Promoter",1,39535802,39546873,11072,1,"52846","ENSMUST00000003219.13",0
"149","chr1",39868015,39868244,230,"*","H33K36M_ATAC_peak_149",44,".","Distal Intergenic",1,39842428,39847334,4907,2,"73426","ENSMUST00000186683.1",-20681
"150","chr1",40224817,40225193,377,"*","H33K36M_ATAC_peak_150",44,".","Promoter",1,40225080,40317257,92178,1,"16177","ENSMUST00000027241.10",0
"151","chr1",40275305,40275620,316,"*","H33K36M_ATAC_peak_151",73,".","Intron (ENSMUST00000027241.10/16177, intron 1 of 10)",1,40266657,40277178,10522,1,"16177","ENSMUST00000195402.1",8648
"152","chr1",40436010,40436209,200,"*","H33K36M_ATAC_peak_152",63,".","Promoter",1,40436589,40441407,4819,1,"17082","ENSMUST00000173881.7",-380
"153","chr1",40444774,40445227,454,"*","H33K36M_ATAC_peak_153",114,".","Intron (ENSMUST00000174335.7/17082, intron 6 of 7)",1,40440628,40465396,24769,1,"17082","ENSMUST00000053043.7",4146
"154","chr1",40789644,40790096,453,"*","H33K36M_ATAC_peak_154",111,".","Promoter",1,40781230,40790657,9428,2,"211798","ENSMUST00000144385.1",561
"155","chr1",40847674,40847913,240,"*","H33K36M_ATAC_peak_155",112,".","Intron (ENSMUST00000114765.3/381339, intron 4 of 4)",1,40805601,40856887,51287,1,"381339","ENSMUST00000114765.3",42073
