"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"16","chr1",21014460,21014841,382,"*","H33K36M_ATAC_peak_60",467,".","Intron (ENSMUST00000037998.5/170829, intron 2 of 10)",1,21004313,21043656,39344,2,"170829","ENSMUST00000187210.1",28815
"17","chr1",21041102,21041603,502,"*","H33K36M_ATAC_peak_61",144,".","Intron (ENSMUST00000037998.5/170829, intron 1 of 10)",1,21004313,21043656,39344,2,"170829","ENSMUST00000187210.1",2053
"18","chr1",21829987,21830185,199,"*","H33K36M_ATAC_peak_64",20,".","Intron (ENSMUST00000029667.12/226922, intron 1 of 13)",1,21577644,21855902,278259,2,"226922","ENSMUST00000134505.1",25717
"19","chr1",23187937,23188135,199,"*","H33K36M_ATAC_peak_67",44,".","Intron (ENSMUST00000191045.1/ENSMUST00000191045.1, intron 2 of 3)",1,23272269,23272339,71,1,"387225","ENSMUST00000083471.3",-84134
"20","chr1",24187014,24187212,199,"*","H33K36M_ATAC_peak_79",44,".","Intron (ENSMUST00000054588.14/12839, intron 5 of 37)",1,24195187,24252684,57498,1,"12839","ENSMUST00000088349.2",-7975
"21","chr1",24553556,24553754,199,"*","H33K36M_ATAC_peak_80",44,".","Intron (ENSMUST00000115244.8/12823, intron 4 of 50)",1,24279770,24587411,307642,2,"12823","ENSMUST00000051344.5",33657
"22","chr1",25510382,25510580,199,"*","H33K36M_ATAC_peak_83",30,".","Intron (ENSMUST00000146592.7/210933, intron 6 of 28)",1,25276404,25277954,1551,2,"100504323","ENSMUST00000193138.1",-232428
"23","chr1",25815177,25815379,203,"*","H33K36M_ATAC_peak_84",56,".","Intron (ENSMUST00000146592.7/210933, intron 1 of 28)",1,25067550,25826139,758590,2,"210933","ENSMUST00000146592.7",10760
"24","chr1",33807416,33807756,341,"*","H33K36M_ATAC_peak_100",159,".","Intron (ENSMUST00000139143.7/98403, intron 2 of 12)",1,33777543,33805389,27847,2,"98403","ENSMUST00000115167.7",-2027
"25","chr1",33964731,33965038,308,"*","H33K36M_ATAC_peak_103",72,".","Intron (ENSMUST00000183034.4/13518, intron 2 of 102)",1,34005880,34174795,168916,1,"13518","ENSMUST00000187486.6",-40842
"26","chr1",33989630,33990003,374,"*","H33K36M_ATAC_peak_104",79,".","Intron (ENSMUST00000183034.4/13518, intron 3 of 102)",1,34005880,34174795,168916,1,"13518","ENSMUST00000187486.6",-15877
"27","chr1",34044737,34044980,244,"*","H33K36M_ATAC_peak_108",94,".","Intron (ENSMUST00000183034.4/13518, intron 4 of 102)",1,34077227,34135157,57931,1,"13518","ENSMUST00000239001.1",-32247
"28","chr1",34060403,34060912,510,"*","H33K36M_ATAC_peak_109",99,".","Intron (ENSMUST00000183034.4/13518, intron 4 of 102)",1,34077227,34135157,57931,1,"13518","ENSMUST00000239001.1",-16315
"29","chr1",34127709,34128093,385,"*","H33K36M_ATAC_peak_110",92,".","Intron (ENSMUST00000183034.4/13518, intron 8 of 102)",1,34121250,34154521,33272,1,"13518","ENSMUST00000183006.4",6459
"30","chr1",34536668,34536866,199,"*","H33K36M_ATAC_peak_115",53,".","Intron (ENSMUST00000027298.4/12627, intron 3 of 5)",1,34535648,34544313,8666,1,"12627","ENSMUST00000027298.4",1020
"31","chr1",36492490,36492690,201,"*","H33K36M_ATAC_peak_123",56,".","Intron (ENSMUST00000153128.1/94220, intron 1 of 6)",1,36511867,36528237,16371,1,"94218","ENSMUST00000001166.13",-19177
"32","chr1",37122445,37122643,199,"*","H33K36M_ATAC_peak_128",44,".","Intron (ENSMUST00000238425.1/70853, intron 12 of 28)",1,37135508,37141336,5829,1,"70853","ENSMUST00000195450.1",-12865
"33","chr1",37231481,37231792,312,"*","H33K36M_ATAC_peak_129",70,".","Intron (ENSMUST00000191981.5/12790, intron 3 of 4)",1,37219205,37263384,44180,1,"12790","ENSMUST00000027288.9",12276
"34","chr1",38202925,38203123,199,"*","H33K36M_ATAC_peak_140",57,".","Intron (ENSMUST00000095027.8/16764, intron 15 of 21)",1,38181262,38197443,16182,2,"16764","ENSMUST00000136641.2",-5482
"35","chr1",38262338,38262744,407,"*","H33K36M_ATAC_peak_141",53,".","Intron (ENSMUST00000095027.8/16764, intron 9 of 21)",1,38181262,38197443,16182,2,"16764","ENSMUST00000136641.2",-64895
"36","chr1",38292953,38293165,213,"*","H33K36M_ATAC_peak_142",50,".","Intron (ENSMUST00000095027.8/16764, intron 8 of 21)",1,38181262,38197443,16182,2,"16764","ENSMUST00000136641.2",-95510
"37","chr1",39281901,39282132,232,"*","H33K36M_ATAC_peak_145",129,".","Intron (ENSMUST00000173050.7/18143, intron 2 of 2)",1,39341555,39345466,3912,1,"18143","ENSMUST00000172825.1",-59423
"38","chr1",40275306,40275620,315,"*","H33K36M_ATAC_peak_151",73,".","Intron (ENSMUST00000027241.10/16177, intron 1 of 10)",1,40266657,40277178,10522,1,"16177","ENSMUST00000195402.1",8649
"39","chr1",40444775,40445227,453,"*","H33K36M_ATAC_peak_153",114,".","Intron (ENSMUST00000174335.7/17082, intron 6 of 7)",1,40440628,40465396,24769,1,"17082","ENSMUST00000053043.7",4147
"40","chr1",40847675,40847913,239,"*","H33K36M_ATAC_peak_155",112,".","Intron (ENSMUST00000114765.3/381339, intron 4 of 4)",1,40805601,40856887,51287,1,"381339","ENSMUST00000114765.3",42074
"41","chr1",43169213,43169554,342,"*","H33K36M_ATAC_peak_162",149,".","Intron (ENSMUST00000185893.1/14200, intron 1 of 5)",1,43123074,43163961,40888,2,"14200","ENSMUST00000008280.13",-5252
"42","chr1",44584790,44585226,437,"*","H33K36M_ATAC_peak_173",153,".","Intron (ENSMUST00000074525.9/70676, intron 1 of 10)",1,44552597,44708632,156036,1,"70676","ENSMUST00000161066.7",32193
"43","chr1",44751385,44751598,214,"*","H33K36M_ATAC_peak_174",70,".","Intron (ENSMUST00000074525.9/70676, intron 4 of 10)",1,44739676,44744949,5274,2,"75066","ENSMUST00000186732.1",-6436
"44","chr1",45449043,45449308,266,"*","H33K36M_ATAC_peak_177",44,".","Intron (ENSMUST00000086430.4/12832, intron 1 of 53)",1,45417474,45422411,4938,2,"12832","ENSMUST00000131535.1",-26632
"45","chr1",51265132,51265527,396,"*","H33K36M_ATAC_peak_189",73,".","Intron (ENSMUST00000189867.1/442821, intron 2 of 4)",1,51289126,51302960,13835,1,"20324","ENSMUST00000051572.7",-23599
"46","chr1",51584818,51585277,460,"*","H33K36M_ATAC_peak_194",209,".","Intron (ENSMUST00000189410.1/100045066, intron 2 of 3)",1,51509505,51596718,87214,2,"100045066","ENSMUST00000189410.1",11441
"47","chr1",51703195,51703544,350,"*","H33K36M_ATAC_peak_197",59,".","Intron (ENSMUST00000186769.1/ENSMUST00000186769.1, intron 1 of 1)",1,51760353,51764470,4118,2,"17912","ENSMUST00000145367.1",60926
"48","chr1",51789434,51789892,459,"*","H33K36M_ATAC_peak_198",137,".","Intron (ENSMUST00000046390.13/17912, intron 13 of 29)",1,51776393,51795225,18833,2,"17912","ENSMUST00000136701.1",5333
"49","chr1",51808284,51808577,294,"*","H33K36M_ATAC_peak_199",123,".","Intron (ENSMUST00000046390.13/17912, intron 7 of 29)",1,51799536,51820546,21011,2,"17912","ENSMUST00000135125.7",11969
"50","chr1",54128916,54129376,461,"*","H33K36M_ATAC_peak_214",142,".","Intron (ENSMUST00000120904.7/329152, intron 1 of 28)",1,53806876,54194048,387173,2,"329152","ENSMUST00000120904.7",64672
"51","chr1",54713277,54713599,323,"*","H33K36M_ATAC_peak_218",107,".","Intron (ENSMUST00000190007.6/ENSMUST00000190007.6, intron 1 of 4)",1,54667213,54723076,55864,2,"329154","ENSMUST00000179242.1",9477
"52","chr1",54806182,54806380,199,"*","H33K36M_ATAC_peak_219",41,".","Intron (ENSMUST00000179030.7/329154, intron 2 of 27)",1,54762368,54813443,51076,2,"329154","ENSMUST00000178905.1",7063
"53","chr1",55193368,55193577,210,"*","H33K36M_ATAC_peak_225",44,".","Intron (ENSMUST00000027121.14/74013, intron 7 of 8)",1,55203945,55206489,2545,2,"74013","ENSMUST00000133294.1",12912
"54","chr1",57874055,57874276,222,"*","H33K36M_ATAC_peak_234",70,".","Intron (ENSMUST00000172287.7/67198, intron 4 of 6)",1,57902071,57938021,35951,1,"67198","ENSMUST00000164353.2",-27795
"55","chr1",57989204,57989633,430,"*","H33K36M_ATAC_peak_236",65,".","Intron (ENSMUST00000163061.7/51960, intron 4 of 9)",1,57995971,58025899,29929,1,"68549","ENSMUST00000027202.8",-6338
"56","chr1",58101824,58102030,207,"*","H33K36M_ATAC_peak_240",79,".","Intron (ENSMUST00000001027.6/11761, intron 31 of 34)",1,58113130,58115009,1880,1,"71724","ENSMUST00000161549.1",-11100
"57","chr1",58359531,58359823,293,"*","H33K36M_ATAC_peak_242",162,".","Intron (ENSMUST00000114366.2/213043, intron 34 of 35)",1,58392898,58407353,14456,1,"66882","ENSMUST00000050552.14",-33075
"58","chr1",58366658,58367043,386,"*","H33K36M_ATAC_peak_243",32,".","Intron (ENSMUST00000114366.2/213043, intron 34 of 35)",1,58392898,58407353,14456,1,"66882","ENSMUST00000050552.14",-25855
"59","chr1",59566960,59567226,267,"*","H33K36M_ATAC_peak_255",47,".","Intron (ENSMUST00000114243.7/381260, intron 11 of 19)",1,59558008,59566636,8629,1,"381260","ENSMUST00000187979.1",8952
"60","chr1",59916001,59916199,199,"*","H33K36M_ATAC_peak_258",50,".","Intron (ENSMUST00000036540.11/72750, intron 1 of 7)",1,59913006,59985346,72341,1,"72750","ENSMUST00000036540.11",2995
"61","chr1",60000291,60000592,302,"*","H33K36M_ATAC_peak_259",86,".","Intron (ENSMUST00000027172.12/70375, intron 9 of 10)",1,60015255,60022615,7361,2,"70375","ENSMUST00000187364.1",22023
"62","chr1",60416820,60417042,223,"*","H33K36M_ATAC_peak_266",70,".","Intron (ENSMUST00000052332.14/329165, intron 1 of 8)",1,60409808,60434492,24685,1,"329165","ENSMUST00000189649.1",7012
"63","chr1",61779889,61780194,306,"*","H33K36M_ATAC_peak_271",38,".","Intron (ENSMUST00000138768.7/72823, intron 2 of 4)",1,61639243,62642284,1003042,1,"72823","ENSMUST00000094906.3",140646
"64","chr1",62466673,62466871,199,"*","H33K36M_ATAC_peak_272",42,".","Intron (ENSMUST00000075374.9/72823, intron 19 of 22)",1,62703285,62739932,36648,1,"18187","ENSMUST00000126344.1",-236414
"65","chr1",62551615,62551816,202,"*","H33K36M_ATAC_peak_273",64,".","Intron (ENSMUST00000075374.9/72823, intron 21 of 22)",1,62703285,62739932,36648,1,"18187","ENSMUST00000126344.1",-151469
"66","chr1",62706335,62706621,287,"*","H33K36M_ATAC_peak_276",83,".","Intron (ENSMUST00000126344.1/18187, intron 1 of 2)",1,62703702,62818695,114994,1,"18187","ENSMUST00000114157.2",2633
"67","chr1",62721715,62722215,501,"*","H33K36M_ATAC_peak_277",110,".","Intron (ENSMUST00000126344.1/18187, intron 2 of 2)",1,62703702,62818695,114994,1,"18187","ENSMUST00000114157.2",18013
"68","chr1",62751681,62752024,344,"*","H33K36M_ATAC_peak_278",61,".","Intron (ENSMUST00000075144.11/18187, intron 7 of 15)",1,62703702,62818695,114994,1,"18187","ENSMUST00000114157.2",47979
"69","chr1",62964375,62964573,199,"*","H33K36M_ATAC_peak_279",71,".","Intron (ENSMUST00000133236.7/227195, intron 11 of 12)",1,62958418,63091929,133512,2,"227195","ENSMUST00000133236.7",127356
"70","chr1",64188251,64188486,236,"*","H33K36M_ATAC_peak_286",84,".","Intron (ENSMUST00000190863.1/ENSMUST00000190863.1, intron 1 of 1)",1,64079103,64122282,43180,2,"93691","ENSMUST00000135075.1",-65969
"71","chr1",64226033,64226438,406,"*","H33K36M_ATAC_peak_287",82,".","Intron (ENSMUST00000190863.1/ENSMUST00000190863.1, intron 1 of 1)",1,64079103,64122282,43180,2,"93691","ENSMUST00000135075.1",-103751
"72","chr1",65354187,65354551,365,"*","H33K36M_ATAC_peak_303",80,".","Intron (ENSMUST00000027083.6/213527, intron 8 of 12)",1,65311257,65389244,77988,1,"213527","ENSMUST00000027083.6",42930
"73","chr1",66245069,66245390,322,"*","H33K36M_ATAC_peak_306",68,".","Intron (ENSMUST00000156636.8/17756, intron 1 of 4)",1,66251647,66442581,190935,1,"17756","ENSMUST00000114018.9",-6257
"74","chr1",66816056,66816283,228,"*","H33K36M_ATAC_peak_308",67,".","Intron (ENSMUST00000068168.9/68691, intron 1 of 13)",1,66719363,66817546,98184,2,"68691","ENSMUST00000068168.9",1263
"75","chr1",66846025,66846284,260,"*","H33K36M_ATAC_peak_310",118,".","Intron (ENSMUST00000027153.5/11363, intron 5 of 10)",1,66845299,66858331,13033,2,"11363","ENSMUST00000139208.1",12047
"76","chr1",71413167,71413365,199,"*","H33K36M_ATAC_peak_321",47,".","Intron (ENSMUST00000087268.6/74591, intron 1 of 52)",1,71361743,71414896,53154,2,"74591","ENSMUST00000189102.1",1531
"77","chr1",71909743,71910097,355,"*","H33K36M_ATAC_peak_327",72,".","Intron (ENSMUST00000187553.1/ENSMUST00000187553.1, intron 1 of 1)",1,71888503,71890587,2085,1,"667931","ENSMUST00000188676.1",21240
"78","chr1",71967703,71967901,199,"*","H33K36M_ATAC_peak_329",32,".","Intron (ENSMUST00000188213.1/71134, intron 1 of 2)",1,71958998,72005195,46198,2,"71134","ENSMUST00000188213.1",37294
"79","chr1",72002560,72002768,209,"*","H33K36M_ATAC_peak_330",93,".","Intron (ENSMUST00000188213.1/71134, intron 1 of 2)",1,71958998,72005195,46198,2,"71134","ENSMUST00000188213.1",2427
"80","chr1",72673140,72673338,199,"*","H33K36M_ATAC_peak_340",57,".","Intron (ENSMUST00000212573.1/319695, intron 9 of 22)",1,72642982,72700539,57558,2,"319695","ENSMUST00000211837.1",27201
"81","chr1",73270840,73271087,248,"*","H33K36M_ATAC_peak_345",68,".","Intron (ENSMUST00000190578.1/ENSMUST00000190578.1, intron 2 of 2)",1,73398968,73430790,31823,1,"78718","ENSMUST00000186582.1",-127881
"82","chr1",73956342,73956622,281,"*","H33K36M_ATAC_peak_346",70,".","Intron (ENSMUST00000169786.7/21961, intron 18 of 34)",1,73953373,73963043,9671,2,"21961","ENSMUST00000191367.1",6421
"83","chr1",74027596,74027847,252,"*","H33K36M_ATAC_peak_350",75,".","Intron (ENSMUST00000169786.7/21961, intron 3 of 34)",1,73993163,74037133,43971,2,"21961","ENSMUST00000187281.6",9286
"84","chr1",74066025,74066379,355,"*","H33K36M_ATAC_peak_351",200,".","Intron (ENSMUST00000169786.7/21961, intron 3 of 34)",1,73910232,74091351,181120,2,"21961","ENSMUST00000187584.6",24972
"85","chr1",74313445,74313643,199,"*","H33K36M_ATAC_peak_355",35,".","Intron (ENSMUST00000027370.12/56695, intron 2 of 9)",1,74293910,74305622,11713,2,"69660","ENSMUST00000130763.7",-7823
"86","chr1",74773164,74773438,275,"*","H33K36M_ATAC_peak_363",105,".","Intron (ENSMUST00000006716.7/22420, intron 1 of 3)",1,74771892,74785322,13431,1,"22420","ENSMUST00000006716.7",1272
"87","chr1",75040409,75040783,375,"*","H33K36M_ATAC_peak_364",245,".","Intron (ENSMUST00000152855.1/75570, intron 2 of 4)",1,74967139,75046639,79501,2,"75570","ENSMUST00000152855.1",5856
"88","chr1",75393123,75393489,367,"*","H33K36M_ATAC_peak_372",86,".","Intron (ENSMUST00000087122.11/11790, intron 6 of 40)",1,75400085,75403990,3906,1,"11790","ENSMUST00000113589.7",-6596
"89","chr1",75398877,75399080,204,"*","H33K36M_ATAC_peak_373",76,".","Intron (ENSMUST00000087122.11/11790, intron 6 of 40)",1,75400085,75403990,3906,1,"11790","ENSMUST00000113589.7",-1005
"90","chr1",78156511,78156709,199,"*","H33K36M_ATAC_peak_387",43,".","Intron (ENSMUST00000004994.15/18505, intron 4 of 8)",1,78101267,78196838,95572,2,"18505","ENSMUST00000004994.15",40129
"91","chr1",78347585,78347826,242,"*","H33K36M_ATAC_peak_388",67,".","Intron (ENSMUST00000036172.9/433323, intron 1 of 4)",1,78310345,78420289,109945,1,"433323","ENSMUST00000036172.9",37240
"92","chr1",78448245,78448581,337,"*","H33K36M_ATAC_peak_389",166,".","Intron (ENSMUST00000170217.7/23874, intron 15 of 17)",1,78471186,78488795,17610,2,"23874","ENSMUST00000189931.6",40214
"93","chr1",79746101,79746332,232,"*","H33K36M_ATAC_peak_399",110,".","Intron (ENSMUST00000113512.7/69368, intron 1 of 11)",1,79733620,79761721,28102,2,"69368","ENSMUST00000186464.1",15389
"94","chr1",79823085,79823395,311,"*","H33K36M_ATAC_peak_402",52,".","Intron (ENSMUST00000027467.10/20720, intron 1 of 8)",1,79796845,79821322,24478,2,"20720","ENSMUST00000189793.6",-1763
"95","chr1",82283255,82283534,280,"*","H33K36M_ATAC_peak_410",128,".","Intron (ENSMUST00000069799.2/16367, intron 1 of 1)",1,82233101,82291416,58316,2,"16367","ENSMUST00000069799.2",7882
"96","chr1",83900176,83900455,280,"*","H33K36M_ATAC_peak_417",79,".","Intron (ENSMUST00000189405.6/ENSMUST00000189405.6, intron 1 of 4)",1,84037926,84053253,15328,2,"98496","ENSMUST00000175948.1",152798
"97","chr1",84192204,84192402,199,"*","H33K36M_ATAC_peak_418",38,".","Intron (ENSMUST00000168574.8/98496, intron 1 of 2)",1,84218849,84218961,113,2,"102465181","ENSMUST00000183596.1",26559
"98","chr1",84192506,84192800,295,"*","H33K36M_ATAC_peak_419",58,".","Intron (ENSMUST00000168574.8/98496, intron 1 of 2)",1,84218849,84218961,113,2,"102465181","ENSMUST00000183596.1",26161
"99","chr1",84360133,84360394,262,"*","H33K36M_ATAC_peak_421",154,".","Intron (ENSMUST00000175996.7/98496, intron 1 of 2)",1,84107794,84364180,256387,2,"98496","ENSMUST00000175996.7",3786
"100","chr1",84506716,84507231,516,"*","H33K36M_ATAC_peak_422",76,".","Intron (ENSMUST00000049126.12/227325, intron 5 of 12)",1,84583004,84623841,40838,2,"227325","ENSMUST00000191546.2",116610
"101","chr1",84657480,84657678,199,"*","H33K36M_ATAC_peak_423",30,".","Intron (ENSMUST00000049126.12/227325, intron 1 of 12)",1,84580715,84640485,59771,2,"227325","ENSMUST00000185606.2",-16995
"102","chr1",84881585,84881817,233,"*","H33K36M_ATAC_peak_425",95,".","Intron (ENSMUST00000097672.3/66153, intron 2 of 3)",1,84869151,84900487,31337,1,"66153","ENSMUST00000151737.1",12434
"103","chr1",86557954,86558152,199,"*","H33K36M_ATAC_peak_439",48,".","Intron (ENSMUST00000027444.14/18582, intron 1 of 4)",1,86543520,86582517,38998,2,"18582","ENSMUST00000150653.1",24365
"104","chr1",87550977,87551442,466,"*","H33K36M_ATAC_peak_445",195,".","Intron (ENSMUST00000166055.7/23956, intron 1 of 2)",1,87476834,87573870,97037,2,"53972","ENSMUST00000068681.11",22428
"105","chr1",87637552,87637822,271,"*","H33K36M_ATAC_peak_447",95,".","Intron (ENSMUST00000169754.7/16331, intron 2 of 26)",1,87621674,87667916,46243,1,"16331","ENSMUST00000163576.1",15878
"106","chr1",87901012,87901384,373,"*","H33K36M_ATAC_peak_449",32,".","Intron (ENSMUST00000027517.13/227333, intron 3 of 29)",1,87917898,87921971,4074,1,"227333","ENSMUST00000191589.1",-16514
"107","chr1",88287589,88287844,256,"*","H33K36M_ATAC_peak_452",129,".","Intron (ENSMUST00000148138.7/171382, intron 1 of 5)",1,88277661,88308073,30413,1,"171382","ENSMUST00000148138.7",9928
"108","chr1",89124106,89124400,295,"*","H33K36M_ATAC_peak_457",93,".","Intron (ENSMUST00000066279.10/98402, intron 2 of 5)",1,89070453,89112860,42408,1,"98402","ENSMUST00000123745.1",53653
"109","chr1",89131736,89132042,307,"*","H33K36M_ATAC_peak_458",77,".","Intron (ENSMUST00000066279.10/98402, intron 2 of 5)",1,89070453,89112860,42408,1,"98402","ENSMUST00000123745.1",61283
"110","chr1",90051277,90051511,235,"*","H33K36M_ATAC_peak_460",70,".","Intron (ENSMUST00000113094.8/74918, intron 16 of 18)",1,90042140,90054960,12821,2,"74918","ENSMUST00000212859.1",3449
"111","chr1",90205411,90205623,213,"*","H33K36M_ATAC_peak_461",91,".","Intron (ENSMUST00000065587.4/12778, intron 1 of 1)",1,90204006,90213833,9828,1,"12778","ENSMUST00000159654.1",1405
"112","chr1",90834811,90835127,317,"*","H33K36M_ATAC_peak_465",95,".","Intron (ENSMUST00000056925.15/12835, intron 1 of 43)",1,90802473,90843928,41456,2,"12835","ENSMUST00000130846.8",8801
"113","chr1",91352197,91352586,390,"*","H33K36M_ATAC_peak_472",59,".","Intron (ENSMUST00000027533.8/70788, intron 1 of 7)",1,91351016,91362416,11401,1,"70788","ENSMUST00000027533.8",1181
"114","chr1",91816701,91817050,350,"*","H33K36M_ATAC_peak_477",93,".","Intron (ENSMUST00000007949.3/13345, intron 1 of 1)",1,91801461,91848028,46568,1,"13345","ENSMUST00000007949.3",15240
"115","chr1",91956221,91956481,261,"*","H33K36M_ATAC_peak_479",104,".","Intron (ENSMUST00000097644.8/208727, intron 20 of 26)",1,91955374,91975501,20128,2,"208727","ENSMUST00000187308.1",19020
"116","chr1",92042376,92042574,199,"*","H33K36M_ATAC_peak_480",57,".","Intron (ENSMUST00000097644.8/208727, intron 3 of 26)",1,91932958,92006855,73898,2,"208727","ENSMUST00000189303.6",-35521
"117","chr1",92130458,92130912,455,"*","H33K36M_ATAC_peak_481",132,".","Intron (ENSMUST00000097644.8/208727, intron 2 of 26)",1,92030050,92113331,83282,2,"208727","ENSMUST00000187622.1",-17127
"118","chr1",93210410,93210608,199,"*","H33K36M_ATAC_peak_493",60,".","Intron (ENSMUST00000138595.2/381284, intron 21 of 31)",1,93235841,93301065,65225,1,"208777","ENSMUST00000062202.13",-25233
"119","chr1",93529897,93530117,221,"*","H33K36M_ATAC_peak_502",32,".","Intron (ENSMUST00000120301.7/227377, intron 2 of 26)",1,93512112,93581296,69185,1,"227377","ENSMUST00000122402.2",17785
"120","chr1",97650120,97650391,272,"*","H33K36M_ATAC_peak_518",292,".","Intron (ENSMUST00000053033.13/52392, intron 2 of 2)",1,97643903,97661676,17774,2,"52392","ENSMUST00000153115.7",11285
"121","chr1",97873668,97873908,241,"*","H33K36M_ATAC_peak_522",50,".","Intron (ENSMUST00000058762.14/18484, intron 14 of 25)",1,97852925,97864464,11540,2,"18484","ENSMUST00000161071.1",-9204
"122","chr1",97910988,97911192,205,"*","H33K36M_ATAC_peak_523",59,".","Intron (ENSMUST00000058762.14/18484, intron 7 of 25)",1,97854634,97894396,39763,2,"18484","ENSMUST00000159841.1",-16592
"123","chr1",97983305,97983544,240,"*","H33K36M_ATAC_peak_525",79,".","Intron (ENSMUST00000058762.14/18484, intron 1 of 25)",1,97821100,97977255,156156,2,"18484","ENSMUST00000161567.7",-6050
"124","chr1",98028983,98029340,358,"*","H33K36M_ATAC_peak_526",161,".","Intron (ENSMUST00000058762.14/18484, intron 1 of 25)",1,98031116,98035675,4560,2,"78603","ENSMUST00000160588.1",6335
"125","chr1",98038284,98038555,272,"*","H33K36M_ATAC_peak_527",131,".","Intron (ENSMUST00000058762.14/18484, intron 1 of 25)",1,98031116,98035675,4560,2,"78603","ENSMUST00000160588.1",-2609
"126","chr1",98079534,98079994,461,"*","H33K36M_ATAC_peak_529",309,".","Intron (ENSMUST00000058762.14/18484, intron 1 of 25)",1,97821094,98095621,274528,2,"18484","ENSMUST00000058762.14",15627
"127","chr1",100104513,100104712,200,"*","H33K36M_ATAC_peak_533",77,".","Intron (ENSMUST00000086738.9/241175, intron 7 of 23)",1,100097761,100485942,388182,1,"241175","ENSMUST00000188735.1",6752
"128","chr1",105832969,105833167,199,"*","H33K36M_ATAC_peak_539",38,".","Intron (ENSMUST00000027559.7/21934, intron 9 of 9)",1,105819870,105825401,5532,1,"21934","ENSMUST00000187658.1",13099
"129","chr1",105982932,105983164,233,"*","H33K36M_ATAC_peak_544",45,".","Intron (ENSMUST00000185535.1/635504, intron 2 of 2)",1,105979350,105990282,10933,2,"635504","ENSMUST00000185535.1",7118
"130","chr1",106620127,106620467,341,"*","H33K36M_ATAC_peak_549",80,".","Intron (ENSMUST00000112751.1/12043, intron 1 of 1)",1,106546496,106546631,136,2,"102466254","ENSMUST00000183743.1",-73496
