"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"87","chr1",46853376,46854293,918,"*","H33K36M_ATAC_peak_186",151,".","Promoter",1,46807544,46854046,46503,2,"227059","ENSMUST00000027131.5",0
"88","chr1",51288774,51289142,369,"*","H33K36M_ATAC_peak_190",80,".","Promoter",1,51289126,51302960,13835,1,"20324","ENSMUST00000051572.7",0
"89","chr1",51334093,51334302,210,"*","H33K36M_ATAC_peak_191",77,".","Promoter",1,51218386,51333779,115394,2,"442821","ENSMUST00000189867.1",-314
"90","chr1",51478215,51478747,533,"*","H33K36M_ATAC_peak_192",464,".","Promoter",1,51465862,51478399,12538,2,"109019","ENSMUST00000189542.6",0
"91","chr1",51597014,51597255,242,"*","H33K36M_ATAC_peak_195",149,".","Promoter",1,51509505,51596718,87214,2,"100045066","ENSMUST00000189410.1",-296
"92","chr1",52119336,52119559,224,"*","H33K36M_ATAC_peak_201",58,".","Promoter",1,52119440,52155412,35973,1,"20846","ENSMUST00000186574.6",0
"93","chr1",52233081,52233530,450,"*","H33K36M_ATAC_peak_202",244,".","Promoter",1,52163448,52233223,69776,2,"14660","ENSMUST00000114513.8",0
"94","chr1",52816993,52817204,212,"*","H33K36M_ATAC_peak_205",77,".","Promoter",1,52796979,52817451,20473,2,"16329","ENSMUST00000162351.1",247
"95","chr1",52844653,52845182,530,"*","H33K36M_ATAC_peak_206",496,".","Promoter",1,52845013,52920981,75969,1,"227095","ENSMUST00000159352.7",0
"96","chr1",52963258,52963456,199,"*","H33K36M_ATAC_peak_207",57,".","Promoter",1,52922324,52963260,40937,2,"67080","ENSMUST00000114493.1",0
"97","chr1",53296825,53297309,485,"*","H33K36M_ATAC_peak_209",196,".","Promoter",1,53189187,53297018,107832,2,"227099","ENSMUST00000027267.13",0
"98","chr1",53313498,53313808,311,"*","H33K36M_ATAC_peak_210",174,".","Promoter",1,53313624,53326343,12720,1,"72085","ENSMUST00000027265.9",0
"99","chr1",53352374,53352917,544,"*","H33K36M_ATAC_peak_211",213,".","Promoter",1,53348479,53352619,4141,2,"110599589","ENSMUST00000236737.1",0
"100","chr1",53785106,53785321,216,"*","H33K36M_ATAC_peak_213",81,".","Promoter",1,53755506,53785224,29719,2,"98267","ENSMUST00000027263.13",0
"101","chr1",54250481,54250977,497,"*","H33K36M_ATAC_peak_215",472,".","Promoter",1,54250683,54278961,28279,1,"78016","ENSMUST00000161988.1",0
"102","chr1",54438880,54439372,493,"*","H33K36M_ATAC_peak_216",153,".","Promoter",1,54396004,54438971,42968,2,"98488","ENSMUST00000041638.7",0
"103","chr1",54557530,54557796,267,"*","H33K36M_ATAC_peak_217",103,".","Promoter",1,54472994,54557682,84689,2,"241062","ENSMUST00000097739.4",0
"104","chr1",54926234,54926572,339,"*","H33K36M_ATAC_peak_220",97,".","Promoter",1,54645340,54926387,281048,2,"329154","ENSMUST00000179030.7",0
"105","chr1",55027301,55027634,334,"*","H33K36M_ATAC_peak_221",121,".","Promoter",1,54985169,55027481,42313,2,"81898","ENSMUST00000027127.13",0
"106","chr1",55052422,55053048,627,"*","H33K36M_ATAC_peak_222",356,".","Promoter",1,55052770,55071953,19184,1,"67876","ENSMUST00000087617.10",0
"107","chr1",55087784,55088481,698,"*","H33K36M_ATAC_peak_223",181,".","Promoter",1,55077835,55088024,10190,2,"15510","ENSMUST00000027123.14",0
"108","chr1",55131043,55131500,458,"*","H33K36M_ATAC_peak_224",119,".","Promoter",1,55131231,55153938,22708,1,"19070","ENSMUST00000159311.7",0
"109","chr1",55237004,55237329,326,"*","H33K36M_ATAC_peak_226",253,".","Promoter",1,55237177,55248470,11294,1,"212679","ENSMUST00000061334.9",0
"110","chr1",55405622,55406015,394,"*","H33K36M_ATAC_peak_228",230,".","Promoter",1,55405921,55754285,348365,1,"227120","ENSMUST00000042986.9",0
"111","chr1",56973323,56973609,287,"*","H33K36M_ATAC_peak_231",81,".","Promoter",1,56793981,56972502,178522,2,"212712","ENSMUST00000042857.13",-821
"112","chr1",57377383,57377685,303,"*","H33K36M_ATAC_peak_232",146,".","Promoter",1,57377620,57385423,7804,1,"73467","ENSMUST00000042734.2",0
"113","chr1",57406442,57406728,287,"*","H33K36M_ATAC_peak_233",56,".","Promoter",1,57388240,57406471,18232,2,"68736","ENSMUST00000097732.10",0
"114","chr1",57970004,57970365,362,"*","H33K36M_ATAC_peak_235",70,".","Promoter",1,57955101,57970084,14984,2,"51960","ENSMUST00000164963.7",0
"115","chr1",57995775,57996011,237,"*","H33K36M_ATAC_peak_237",116,".","Promoter",1,57995971,58025899,29929,1,"68549","ENSMUST00000027202.8",0
"116","chr1",58029580,58030047,468,"*","H33K36M_ATAC_peak_238",109,".","Promoter",1,58029931,58106413,76483,1,"11761","ENSMUST00000001027.6",0
"117","chr1",58030614,58030818,205,"*","H33K36M_ATAC_peak_239",72,".","Promoter",1,58029964,58070879,40916,1,"11761","ENSMUST00000160168.1",650
"118","chr1",58392638,58392836,199,"*","H33K36M_ATAC_peak_244",72,".","Promoter",1,58392898,58407353,14456,1,"66882","ENSMUST00000050552.14",-62
"119","chr1",58424053,58424297,245,"*","H33K36M_ATAC_peak_245",54,".","Promoter",1,58410189,58424066,13878,2,"12747","ENSMUST00000156931.7",0
"120","chr1",58445456,58445747,292,"*","H33K36M_ATAC_peak_246",131,".","Promoter",1,58445628,58450507,4880,1,"65102","ENSMUST00000129759.1",0
"121","chr1",58504830,58505215,386,"*","H33K36M_ATAC_peak_247",226,".","Promoter",1,58462771,58505109,42339,2,"18393","ENSMUST00000027198.11",0
"122","chr1",58712547,58712876,330,"*","H33K36M_ATAC_peak_248",85,".","Promoter",1,58713294,58733227,19934,1,"12633","ENSMUST00000114309.7",-418
"123","chr1",58795291,58795599,309,"*","H33K36M_ATAC_peak_249",88,".","Promoter",1,58795374,58847503,52130,1,"12370","ENSMUST00000027189.14",0
"124","chr1",58973262,58973673,412,"*","H33K36M_ATAC_peak_250",142,".","Promoter",1,58973522,58981475,7954,1,"227154","ENSMUST00000123965.7",0
"125","chr1",59119954,59120186,233,"*","H33K36M_ATAC_peak_251",53,".","Promoter",1,59100590,59120094,19505,2,"381259","ENSMUST00000094917.9",0
"126","chr1",59120297,59120518,222,"*","H33K36M_ATAC_peak_252",76,".","Promoter",1,59100911,59120382,19472,2,"381259","ENSMUST00000186794.6",0
"127","chr1",59481879,59482166,288,"*","H33K36M_ATAC_peak_253",101,".","Promoter",1,59482424,59486955,4532,1,"14369","ENSMUST00000114246.3",-258
"128","chr1",59684787,59685000,214,"*","H33K36M_ATAC_peak_256",61,".","Promoter",1,59684971,59692666,7696,1,"55989","ENSMUST00000191088.6",0
"129","chr1",59912754,59913086,333,"*","H33K36M_ATAC_peak_257",93,".","Promoter",1,59913006,59985346,72341,1,"72750","ENSMUST00000036540.11",0
"130","chr1",60097803,60098001,199,"*","H33K36M_ATAC_peak_260",49,".","Promoter",1,60069785,60097908,28124,2,"57750","ENSMUST00000027173.14",0
"131","chr1",60098196,60098407,212,"*","H33K36M_ATAC_peak_261",59,".","Promoter",1,60098247,60151032,52786,1,"241066","ENSMUST00000130075.7",0
"132","chr1",60180168,60180644,477,"*","H33K36M_ATAC_peak_263",255,".","Promoter",1,60180599,60338328,157730,1,"269198","ENSMUST00000160834.7",0
"133","chr1",60343085,60343627,543,"*","H33K36M_ATAC_peak_264",138,".","Promoter",1,60343323,60372707,29385,1,"77951","ENSMUST00000114202.7",0
"134","chr1",60409525,60409800,276,"*","H33K36M_ATAC_peak_265",50,".","Promoter",1,60409619,60481158,71540,1,"329165","ENSMUST00000052332.14",0
"135","chr1",60566695,60566982,288,"*","H33K36M_ATAC_peak_267",41,".","Promoter",1,60482292,60566779,84488,2,"77300","ENSMUST00000140485.7",0
"136","chr1",61638700,61639067,368,"*","H33K36M_ATAC_peak_270",63,".","Promoter",1,61638824,62078259,439436,1,"72823","ENSMUST00000138768.7",0
"137","chr1",62703228,62703443,216,"*","H33K36M_ATAC_peak_275",93,".","Promoter",1,62703285,62739932,36648,1,"18187","ENSMUST00000126344.1",0
"138","chr1",63114367,63114825,459,"*","H33K36M_ATAC_peak_280",185,".","Promoter",1,63114471,63158290,43820,1,"100380944","ENSMUST00000138611.7",0
"139","chr1",63730544,63730768,225,"*","H33K36M_ATAC_peak_282",81,".","Promoter",1,63730614,63754655,24042,1,"75619","ENSMUST00000027103.6",0
"140","chr1",64121565,64121963,399,"*","H33K36M_ATAC_peak_284",167,".","Promoter",1,64029447,64121491,92045,2,"93691","ENSMUST00000114086.7",-74
"141","chr1",64122176,64122409,234,"*","H33K36M_ATAC_peak_285",99,".","Promoter",1,64079103,64122282,43180,2,"93691","ENSMUST00000135075.1",0
"142","chr1",64532559,64533136,578,"*","H33K36M_ATAC_peak_289",196,".","Promoter",1,64532645,64597695,65051,1,"12912","ENSMUST00000185594.6",0
"143","chr1",64615503,64615762,260,"*","H33K36M_ATAC_peak_291",152,".","Promoter",1,64607956,64615631,7676,2,"67099","ENSMUST00000162806.7",0
"144","chr1",64617122,64617327,206,"*","H33K36M_ATAC_peak_292",81,".","Promoter",1,64606473,64617242,10770,2,"67099","ENSMUST00000114079.8",0
"145","chr1",64690575,64690988,414,"*","H33K36M_ATAC_peak_294",186,".","Promoter",1,64690822,64723946,33125,1,"227210","ENSMUST00000187170.6",0
"146","chr1",64737477,64738117,641,"*","H33K36M_ATAC_peak_295",149,".","Promoter",1,64730558,64737751,7194,2,"14367","ENSMUST00000063982.6",0
"147","chr1",64835941,64836139,199,"*","H33K36M_ATAC_peak_296",59,".","Promoter",1,64793809,64836764,42956,2,"241075","ENSMUST00000187188.1",625
"148","chr1",64956641,64957014,374,"*","H33K36M_ATAC_peak_297",32,".","Promoter",1,64785983,64956824,170842,2,"241075","ENSMUST00000139649.7",0
"149","chr1",65178264,65178628,365,"*","H33K36M_ATAC_peak_299",118,".","Promoter",1,65158616,65179181,20566,2,"15926","ENSMUST00000097709.10",553
"150","chr1",65179066,65179330,265,"*","H33K36M_ATAC_peak_300",99,".","Promoter",1,65158616,65179181,20566,2,"15926","ENSMUST00000097709.10",0
"151","chr1",65186366,65186859,494,"*","H33K36M_ATAC_peak_301",172,".","Promoter",1,65158618,65186479,27862,2,"15926","ENSMUST00000169032.7",0
"152","chr1",66700642,66700991,350,"*","H33K36M_ATAC_peak_307",366,".","Promoter",1,66700831,66715194,14364,1,"66646","ENSMUST00000151016.1",0
"153","chr1",66817510,66817722,213,"*","H33K36M_ATAC_peak_309",79,".","Promoter",1,66719363,66817546,98184,2,"68691","ENSMUST00000068168.9",0
"154","chr1",66862940,66863258,319,"*","H33K36M_ATAC_peak_311",42,".","Promoter",1,66830839,66863277,32439,2,"11363","ENSMUST00000027153.5",19
"155","chr1",67038724,67039022,299,"*","H33K36M_ATAC_peak_312",272,".","Promoter",1,67000517,67038865,38349,2,"14768","ENSMUST00000027149.11",0
"156","chr1",69687410,69687671,262,"*","H33K36M_ATAC_peak_317",86,".","Promoter",1,69538582,69687245,148664,2,"22779","ENSMUST00000187184.6",-165
"157","chr1",71102870,71103367,498,"*","H33K36M_ATAC_peak_320",387,".","Promoter",1,71027498,71103146,75649,2,"12021","ENSMUST00000027393.7",0
"158","chr1",71556809,71557587,779,"*","H33K36M_ATAC_peak_322",281,".","Promoter",1,71557150,71579631,22482,1,"108147","ENSMUST00000027384.5",0
"159","chr1",71653010,71653566,557,"*","H33K36M_ATAC_peak_323",134,".","Promoter",1,71653335,71662843,9509,1,"100042814","ENSMUST00000126516.2",0
"160","chr1",71887778,71888185,408,"*","H33K36M_ATAC_peak_325",184,".","Promoter",1,71888112,71891204,3093,1,"667931","ENSMUST00000189680.6",0
"161","chr1",72284179,72284487,309,"*","H33K36M_ATAC_peak_336",200,".","Promoter",1,72259167,72284259,25093,2,"111175","ENSMUST00000134840.7",0
"162","chr1",72307262,72307657,396,"*","H33K36M_ATAC_peak_337",81,".","Promoter",1,72307427,72394952,87526,1,"22596","ENSMUST00000027379.9",0
"163","chr1",72583011,72583291,281,"*","H33K36M_ATAC_peak_338",195,".","Promoter",1,72583251,72585991,2741,1,"54380","ENSMUST00000145868.7",0
"164","chr1",72583421,72583659,239,"*","H33K36M_ATAC_peak_339",126,".","Promoter",1,72583615,72633134,49520,1,"54380","ENSMUST00000152225.1",0
"165","chr1",72711094,72711311,218,"*","H33K36M_ATAC_peak_341",56,".","Promoter",1,72711290,72713813,2524,1,"19981","ENSMUST00000059980.10",0
"166","chr1",73963085,73963376,292,"*","H33K36M_ATAC_peak_347",108,".","Promoter",1,73953373,73963043,9671,2,"21961","ENSMUST00000191367.1",-42
"167","chr1",73998427,73998863,437,"*","H33K36M_ATAC_peak_348",104,".","Promoter",1,73989722,73998468,8747,2,"21961","ENSMUST00000191264.6",0
"168","chr1",74015890,74016113,224,"*","H33K36M_ATAC_peak_349",45,".","Promoter",1,73990374,74016422,26049,2,"21961","ENSMUST00000186381.6",309
"169","chr1",74236393,74236592,200,"*","H33K36M_ATAC_peak_352",41,".","Promoter",1,74236497,74268209,31713,1,"76709","ENSMUST00000113820.8",0
"170","chr1",74284626,74285089,464,"*","H33K36M_ATAC_peak_353",186,".","Promoter",1,74279840,74284738,4899,2,"227290","ENSMUST00000006462.13",0
"171","chr1",74295463,74296122,660,"*","H33K36M_ATAC_peak_354",136,".","Promoter",1,74288251,74295695,7445,2,"69660","ENSMUST00000152603.7",0
"172","chr1",74391408,74391675,268,"*","H33K36M_ATAC_peak_357",113,".","Promoter",1,74391509,74397285,5777,1,"227292","ENSMUST00000027367.13",0
"173","chr1",74505754,74506095,342,"*","H33K36M_ATAC_peak_359",151,".","Promoter",1,74435511,74505803,70293,2,"319651","ENSMUST00000044260.10",0
"174","chr1",74587911,74588448,538,"*","H33K36M_ATAC_peak_360",185,".","Promoter",1,74588289,74592124,3836,1,"66821","ENSMUST00000113733.9",0
