"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"56","chr1",60920496,60920707,212,"*","H33K36M_ATAC_peak_269",54,".","Distal Intergenic",1,60909171,60914769,5599,1,"12477","ENSMUST00000097720.3",11325
"57","chr1",63777054,63777298,245,"*","H33K36M_ATAC_peak_283",63,".","Distal Intergenic",1,63754907,63769267,14361,2,"74426","ENSMUST00000027102.1",-7787
"58","chr1",64305400,64305846,447,"*","H33K36M_ATAC_peak_288",152,".","Distal Intergenic",1,64079103,64122282,43180,2,"93691","ENSMUST00000135075.1",-183118
"59","chr1",64669599,64669797,199,"*","H33K36M_ATAC_peak_293",50,".","Distal Intergenic",1,64690455,64725644,35190,1,"227210","ENSMUST00000114077.7",-20658
"60","chr1",65146609,65146903,295,"*","H33K36M_ATAC_peak_298",68,".","Distal Intergenic",1,65105285,65123214,17930,2,"98303","ENSMUST00000148020.7",-23395
"61","chr1",65389689,65389920,232,"*","H33K36M_ATAC_peak_304",61,".","Distal Intergenic",1,65311257,65389244,77988,1,"213527","ENSMUST00000027083.6",78432
"62","chr1",65932515,65932796,282,"*","H33K36M_ATAC_peak_305",107,".","Distal Intergenic",1,65926538,65928306,1769,1,"12969","ENSMUST00000114027.2",5977
"63","chr1",67061480,67061782,303,"*","H33K36M_ATAC_peak_313",137,".","Distal Intergenic",1,67000517,67038872,38356,2,"14768","ENSMUST00000113979.9",-22608
"64","chr1",67113497,67113726,230,"*","H33K36M_ATAC_peak_314",44,".","Distal Intergenic",1,67123026,67231259,108234,1,"227231","ENSMUST00000027144.7",-9300
"65","chr1",69241869,69242102,234,"*","H33K36M_ATAC_peak_315",70,".","Distal Intergenic",1,68032186,69108059,1075874,2,"13869","ENSMUST00000121473.7",-133810
"66","chr1",69375492,69375829,338,"*","H33K36M_ATAC_peak_316",56,".","Distal Intergenic",1,68032186,69108059,1075874,2,"13869","ENSMUST00000121473.7",-267433
"67","chr1",70918440,70918639,200,"*","H33K36M_ATAC_peak_318",57,".","Distal Intergenic",1,71027498,71103146,75649,2,"12021","ENSMUST00000027393.7",184507
"68","chr1",71004262,71004460,199,"*","H33K36M_ATAC_peak_319",62,".","Distal Intergenic",1,71027498,71103146,75649,2,"12021","ENSMUST00000027393.7",98686
"69","chr1",71763542,71763823,282,"*","H33K36M_ATAC_peak_324",156,".","Distal Intergenic",1,71653339,71657245,3907,1,"100042814","ENSMUST00000125934.1",110203
"70","chr1",71893660,71893974,315,"*","H33K36M_ATAC_peak_326",66,".","Distal Intergenic",1,71888503,71890587,2085,1,"667931","ENSMUST00000188676.1",5157
"71","chr1",71917288,71917486,199,"*","H33K36M_ATAC_peak_328",49,".","Distal Intergenic",1,71888503,71890587,2085,1,"667931","ENSMUST00000188676.1",28785
"72","chr1",72144537,72144816,280,"*","H33K36M_ATAC_peak_331",53,".","Distal Intergenic",1,72159442,72212307,52866,2,"381269","ENSMUST00000048860.8",67491
"73","chr1",72255202,72255765,564,"*","H33K36M_ATAC_peak_335",102,".","Distal Intergenic",1,72259167,72284259,25093,2,"111175","ENSMUST00000134840.7",28494
"74","chr1",72963567,72963796,230,"*","H33K36M_ATAC_peak_342",53,".","Distal Intergenic",1,73015691,73025507,9817,1,"69449","ENSMUST00000185768.6",-51895
"75","chr1",73118754,73119080,327,"*","H33K36M_ATAC_peak_343",79,".","Distal Intergenic",1,73024569,73025507,939,1,"69449","ENSMUST00000190525.1",94185
"76","chr1",73130068,73130697,630,"*","H33K36M_ATAC_peak_344",54,".","Distal Intergenic",1,73024569,73025507,939,1,"69449","ENSMUST00000190525.1",105499
"77","chr1",74386892,74387282,391,"*","H33K36M_ATAC_peak_356",54,".","Distal Intergenic",1,74383600,74385197,1598,1,"18173","ENSMUST00000134189.1",3292
"78","chr1",74397339,74397624,286,"*","H33K36M_ATAC_peak_358",76,".","Distal Intergenic",1,74394310,74394394,85,1,"387219","ENSMUST00000083534.1",3029
"79","chr1",75635797,75636012,216,"*","H33K36M_ATAC_peak_381",48,".","Distal Intergenic",1,75551709,75553732,2024,1,"20536","ENSMUST00000132110.1",84088
"80","chr1",75693181,75693598,418,"*","H33K36M_ATAC_peak_382",155,".","Distal Intergenic",1,75551709,75553732,2024,1,"20536","ENSMUST00000132110.1",141472
"81","chr1",77140970,77141281,312,"*","H33K36M_ATAC_peak_383",110,".","Distal Intergenic",1,77373613,77377607,3995,2,"13838","ENSMUST00000187346.1",236326
"82","chr1",77978810,77979008,199,"*","H33K36M_ATAC_peak_385",44,".","Distal Intergenic",1,78101267,78196838,95572,2,"18505","ENSMUST00000004994.15",217830
"83","chr1",78058044,78058320,277,"*","H33K36M_ATAC_peak_386",62,".","Distal Intergenic",1,78101267,78196838,95572,2,"18505","ENSMUST00000004994.15",138518
"84","chr1",78585153,78585442,290,"*","H33K36M_ATAC_peak_393",109,".","Distal Intergenic",1,78537628,78538173,546,1,"68393","ENSMUST00000125458.1",47525
"85","chr1",78587001,78587199,199,"*","H33K36M_ATAC_peak_394",56,".","Distal Intergenic",1,78537628,78538173,546,1,"68393","ENSMUST00000125458.1",49373
"86","chr1",78629251,78629449,199,"*","H33K36M_ATAC_peak_395",61,".","Distal Intergenic",1,78657825,78707743,49919,1,"74205","ENSMUST00000035779.14",-28376
"87","chr1",78649211,78649756,546,"*","H33K36M_ATAC_peak_396",287,".","Distal Intergenic",1,78657825,78707743,49919,1,"74205","ENSMUST00000035779.14",-8069
"88","chr1",79577552,79577750,199,"*","H33K36M_ATAC_peak_398",44,".","Distal Intergenic",1,79608845,79671965,63121,2,"252903","ENSMUST00000159312.1",94215
"89","chr1",81726653,81726870,218,"*","H33K36M_ATAC_peak_405",32,".","Distal Intergenic",1,82131916,82132019,104,1,"102466629","ENSMUST00000183462.1",-405046
"90","chr1",81745956,81746167,212,"*","H33K36M_ATAC_peak_406",51,".","Distal Intergenic",1,82131916,82132019,104,1,"102466629","ENSMUST00000183462.1",-385749
"91","chr1",81954525,81954906,382,"*","H33K36M_ATAC_peak_407",140,".","Distal Intergenic",1,82131916,82132019,104,1,"102466629","ENSMUST00000183462.1",-177010
"92","chr1",82004961,82005306,346,"*","H33K36M_ATAC_peak_408",50,".","Distal Intergenic",1,82131916,82132019,104,1,"102466629","ENSMUST00000183462.1",-126610
"93","chr1",82189699,82189938,240,"*","H33K36M_ATAC_peak_409",68,".","Distal Intergenic",1,82131916,82132019,104,1,"102466629","ENSMUST00000183462.1",57783
"94","chr1",82787463,82787679,217,"*","H33K36M_ATAC_peak_414",65,".","Distal Intergenic",1,82757402,82768461,11060,2,"66261","ENSMUST00000138787.1",-19002
"95","chr1",82808483,82808882,400,"*","H33K36M_ATAC_peak_415",50,".","Distal Intergenic",1,82839483,82901182,61700,1,"15463","ENSMUST00000189220.6",-30601
"96","chr1",82831839,82832209,371,"*","H33K36M_ATAC_peak_416",162,".","Distal Intergenic",1,82839483,82901182,61700,1,"15463","ENSMUST00000189220.6",-7274
"97","chr1",86059507,86059705,199,"*","H33K36M_ATAC_peak_430",71,".","Distal Intergenic",1,86064387,86070776,6390,1,"70247","ENSMUST00000147807.7",-4682
"98","chr1",86434530,86434793,264,"*","H33K36M_ATAC_peak_434",102,".","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",8201
"99","chr1",86470566,86471072,507,"*","H33K36M_ATAC_peak_435",89,".","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",44237
"100","chr1",86487340,86487569,230,"*","H33K36M_ATAC_peak_436",176,".","Distal Intergenic",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",-39157
"101","chr1",86504050,86504578,529,"*","H33K36M_ATAC_peak_437",76,".","Distal Intergenic",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",-22148
"102","chr1",86623336,86623607,272,"*","H33K36M_ATAC_peak_441",129,".","Distal Intergenic",1,86596740,86601164,4425,1,"26895","ENSMUST00000127219.1",26596
"103","chr1",87180858,87181300,443,"*","H33K36M_ATAC_peak_442",182,".","Distal Intergenic",1,87183313,87188405,5093,1,"69453","ENSMUST00000044533.8",-2013
"104","chr1",88474528,88474955,428,"*","H33K36M_ATAC_peak_453",121,".","Distal Intergenic",1,88499871,88510066,10196,2,"14659","ENSMUST00000067625.8",35111
"105","chr1",88526230,88526615,386,"*","H33K36M_ATAC_peak_454",42,".","Distal Intergenic",1,88499871,88510066,10196,2,"14659","ENSMUST00000067625.8",-16164
"106","chr1",89424716,89424914,199,"*","H33K36M_ATAC_peak_459",57,".","Distal Intergenic",1,89360342,89406133,45792,2,"77331","ENSMUST00000186258.1",-18583
"107","chr1",90225683,90226010,328,"*","H33K36M_ATAC_peak_462",50,".","Distal Intergenic",1,90204006,90213833,9828,1,"12778","ENSMUST00000159654.1",21677
"108","chr1",90234658,90235080,423,"*","H33K36M_ATAC_peak_463",59,".","Distal Intergenic",1,90204006,90213833,9828,1,"12778","ENSMUST00000159654.1",30652
"109","chr1",91240814,91241012,199,"*","H33K36M_ATAC_peak_469",56,".","Distal Intergenic",1,91250304,91275479,25176,1,"67921","ENSMUST00000188576.1",-9292
"110","chr1",91490241,91490690,450,"*","H33K36M_ATAC_peak_475",89,".","Distal Intergenic",1,91494647,91527956,33310,1,"74019","ENSMUST00000189341.6",-3957
"111","chr1",92379111,92379329,219,"*","H33K36M_ATAC_peak_483",51,".","Distal Intergenic",1,92439842,92460717,20876,2,"67273","ENSMUST00000153897.1",81388
"112","chr1",92703948,92704330,383,"*","H33K36M_ATAC_peak_485",119,".","Distal Intergenic",1,92644218,92648841,4624,2,"260301","ENSMUST00000053144.3",-55107
"113","chr1",92712529,92712727,199,"*","H33K36M_ATAC_peak_486",44,".","Distal Intergenic",1,92644218,92648841,4624,2,"260301","ENSMUST00000053144.3",-63688
"114","chr1",92787181,92787426,246,"*","H33K36M_ATAC_peak_487",60,".","Distal Intergenic",1,92831645,92860779,29135,1,"14733","ENSMUST00000045970.7",-44219
"115","chr1",92799672,92799976,305,"*","H33K36M_ATAC_peak_488",91,".","Distal Intergenic",1,92831645,92860779,29135,1,"14733","ENSMUST00000045970.7",-31669
"116","chr1",92815578,92815812,235,"*","H33K36M_ATAC_peak_489",84,".","Distal Intergenic",1,92831645,92860779,29135,1,"14733","ENSMUST00000045970.7",-15833
"117","chr1",93115104,93115419,316,"*","H33K36M_ATAC_peak_492",176,".","Distal Intergenic",1,93017940,93101951,84012,2,"16560","ENSMUST00000190723.6",-13153
"118","chr1",93680178,93680486,309,"*","H33K36M_ATAC_peak_504",185,".","Distal Intergenic",1,93685660,93695764,10105,1,"51800","ENSMUST00000027499.12",-5174
"119","chr1",94079159,94079372,214,"*","H33K36M_ATAC_peak_512",79,".","Distal Intergenic",1,94038305,94052553,14249,2,"18566","ENSMUST00000027507.7",-26606
"120","chr1",94149992,94150344,353,"*","H33K36M_ATAC_peak_513",100,".","Distal Intergenic",1,94038305,94052553,14249,2,"18566","ENSMUST00000027507.7",-97439
"121","chr1",95582387,95582585,199,"*","H33K36M_ATAC_peak_515",44,".","Distal Intergenic",1,95618551,95667535,48985,2,"20452","ENSMUST00000189556.1",84950
"122","chr1",96519406,96519607,202,"*","H33K36M_ATAC_peak_516",69,".","Distal Intergenic",1,96612057,96662573,50517,2,"75159","ENSMUST00000189056.1",142966
"123","chr1",101835206,101835404,199,"*","H33K36M_ATAC_peak_534",44,".","Distal Intergenic",1,101155809,101175202,19394,1,"100504525","ENSMUST00000187932.1",679397
"124","chr1",102628139,102628395,257,"*","H33K36M_ATAC_peak_535",133,".","Distal Intergenic",1,101155809,101175202,19394,1,"100504525","ENSMUST00000187932.1",1472330
"125","chr1",103539620,103539828,209,"*","H33K36M_ATAC_peak_536",71,".","Distal Intergenic",1,104768529,104995481,226953,1,"23836","ENSMUST00000062528.8",-1228701
"126","chr1",104542519,104542729,211,"*","H33K36M_ATAC_peak_537",42,".","Distal Intergenic",1,104768529,104995481,226953,1,"23836","ENSMUST00000062528.8",-225800
"127","chr1",105866875,105867125,251,"*","H33K36M_ATAC_peak_540",91,".","Distal Intergenic",1,105819870,105825401,5532,1,"21934","ENSMUST00000187658.1",47005
"128","chr1",105906529,105906782,254,"*","H33K36M_ATAC_peak_541",76,".","Distal Intergenic",1,105979350,105990282,10933,2,"635504","ENSMUST00000185535.1",83500
"129","chr1",105911787,105912066,280,"*","H33K36M_ATAC_peak_542",66,".","Distal Intergenic",1,105979350,105990282,10933,2,"635504","ENSMUST00000185535.1",78216
"130","chr1",105947310,105947555,246,"*","H33K36M_ATAC_peak_543",114,".","Distal Intergenic",1,105979350,105990282,10933,2,"635504","ENSMUST00000185535.1",42727
"131","chr1",106511697,106511895,199,"*","H33K36M_ATAC_peak_548",59,".","Distal Intergenic",1,106546496,106546631,136,2,"102466254","ENSMUST00000183743.1",34736
"132","chr1",106901488,106901686,199,"*","H33K36M_ATAC_peak_558",51,".","Distal Intergenic",1,106870234,106883347,13114,1,"20724","ENSMUST00000112729.2",31254
"133","chr1",108132016,108132308,293,"*","H33K36M_ATAC_peak_561",86,".","Distal Intergenic",1,107936709,108028337,91629,1,"319596","ENSMUST00000189497.1",195307
"134","chr1",109823648,109823965,318,"*","H33K36M_ATAC_peak_562",68,".","Distal Intergenic",1,109982431,109995955,13525,1,"241201","ENSMUST00000137092.7",-158466
"135","chr1",110483475,110483830,356,"*","H33K36M_ATAC_peak_563",118,".","Distal Intergenic",1,110099295,110138058,38764,1,"241201","ENSMUST00000134301.1",384180
"136","chr1",111058049,111058319,271,"*","H33K36M_ATAC_peak_565",44,".","Distal Intergenic",1,110950353,110977584,27232,2,"227485","ENSMUST00000187555.1",-80465
"137","chr1",111634179,111634377,199,"*","H33K36M_ATAC_peak_566",57,".","Distal Intergenic",1,111858702,111864768,6067,2,"319901","ENSMUST00000186365.1",230391
"138","chr1",111790034,111790267,234,"*","H33K36M_ATAC_peak_567",68,".","Distal Intergenic",1,111858702,111864768,6067,2,"319901","ENSMUST00000186365.1",74501
"139","chr1",112379941,112380158,218,"*","H33K36M_ATAC_peak_569",73,".","Distal Intergenic",1,111858706,111864918,6213,2,"319901","ENSMUST00000035462.6",-515023
"140","chr1",112456091,112456322,232,"*","H33K36M_ATAC_peak_570",90,".","Distal Intergenic",1,111858706,111864918,6213,2,"319901","ENSMUST00000035462.6",-591173
"141","chr1",112486162,112486411,250,"*","H33K36M_ATAC_peak_571",79,".","Distal Intergenic",1,111858706,111864918,6213,2,"319901","ENSMUST00000035462.6",-621244
"142","chr1",112785119,112785588,470,"*","H33K36M_ATAC_peak_572",142,".","Distal Intergenic",1,111858706,111864918,6213,2,"319901","ENSMUST00000035462.6",-920201
"143","chr1",113800898,113801110,213,"*","H33K36M_ATAC_peak_573",44,".","Distal Intergenic",1,115684756,116587323,902568,1,"636808","ENSMUST00000043725.8",-1883646
"144","chr1",114039374,114039785,412,"*","H33K36M_ATAC_peak_574",122,".","Distal Intergenic",1,115684756,116587323,902568,1,"636808","ENSMUST00000043725.8",-1644971
"145","chr1",114673736,114674424,689,"*","H33K36M_ATAC_peak_575",128,".","Distal Intergenic",1,115684756,116587323,902568,1,"636808","ENSMUST00000043725.8",-1010332
"146","chr1",117503338,117503536,199,"*","H33K36M_ATAC_peak_576",32,".","Distal Intergenic",1,118300889,118309986,9098,2,"22099","ENSMUST00000188512.6",806450
"147","chr1",118368779,118369320,542,"*","H33K36M_ATAC_peak_579",208,".","Distal Intergenic",1,118389058,118609432,220375,1,"76707","ENSMUST00000049404.12",-19738
"148","chr1",119125673,119125959,287,"*","H33K36M_ATAC_peak_586",47,".","Distal Intergenic",1,118834132,119053619,219488,2,"14633","ENSMUST00000062483.14",-72054
"149","chr1",119194696,119194894,199,"*","H33K36M_ATAC_peak_587",56,".","Distal Intergenic",1,118834132,119053619,219488,2,"14633","ENSMUST00000062483.14",-141077
"150","chr1",119253520,119253718,199,"*","H33K36M_ATAC_peak_588",73,".","Distal Intergenic",1,119415465,119422248,6784,2,"16324","ENSMUST00000038765.5",168530
"151","chr1",119404787,119404985,199,"*","H33K36M_ATAC_peak_590",59,".","Distal Intergenic",1,119415465,119422248,6784,2,"16324","ENSMUST00000038765.5",17263
"152","chr1",120430201,120430399,199,"*","H33K36M_ATAC_peak_604",62,".","Distal Intergenic",1,120490913,120504756,13844,2,"17167","ENSMUST00000186432.2",74357
"153","chr1",120974729,120974927,199,"*","H33K36M_ATAC_peak_606",45,".","Distal Intergenic",1,121087405,121120956,33552,1,"98452","ENSMUST00000181433.7",-112478
"154","chr1",121360554,121360863,310,"*","H33K36M_ATAC_peak_608",91,".","Distal Intergenic",1,121305522,121332589,27068,2,"72999","ENSMUST00000071064.12",-27965
"155","chr1",121377987,121378242,256,"*","H33K36M_ATAC_peak_609",93,".","Distal Intergenic",1,121305522,121332589,27068,2,"72999","ENSMUST00000071064.12",-45398
"156","chr1",121380088,121380336,249,"*","H33K36M_ATAC_peak_610",68,".","Distal Intergenic",1,121305522,121332589,27068,2,"72999","ENSMUST00000071064.12",-47499
"157","chr1",121399540,121399743,204,"*","H33K36M_ATAC_peak_611",74,".","Distal Intergenic",1,121431049,121506460,75412,1,"70829","ENSMUST00000036025.15",-31306
"158","chr1",122357080,122357332,253,"*","H33K36M_ATAC_peak_614",125,".","Distal Intergenic",1,122205145,122252180,47036,1,"102638832","ENSMUST00000185679.1",151935
"159","chr1",123131331,123131581,251,"*","H33K36M_ATAC_peak_615",80,".","Distal Intergenic",1,123608107,123650360,42254,2,"269109","ENSMUST00000187202.1",518779
"160","chr1",124975473,124975672,200,"*","H33K36M_ATAC_peak_616",70,".","Distal Intergenic",1,123332142,124846039,1513898,2,"269109","ENSMUST00000239072.1",-129434
"161","chr1",124976201,124976451,251,"*","H33K36M_ATAC_peak_617",81,".","Distal Intergenic",1,123332142,124846039,1513898,2,"269109","ENSMUST00000239072.1",-130162
"162","chr1",125473222,125473453,232,"*","H33K36M_ATAC_peak_619",84,".","Distal Intergenic",1,125405880,125435727,29848,2,"74117","ENSMUST00000188497.6",-37495
"163","chr1",125508184,125508490,307,"*","H33K36M_ATAC_peak_620",133,".","Distal Intergenic",1,125560595,125568573,7979,1,"74150","ENSMUST00000190037.6",-52105
